Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Ho-jae Kim 김호재","Lions (KBO)",25,138,0.11594203,0.13768116,0.84210526,0.3220339,0.41605839,0.38983051,0.8058889,0.06779661,3.95241807722687,0.37755102,0.3830250491737388,22.277412992072893,4.160679768873051,0.38264304573518515,122.9659493111318,"kr3012454"
"Seung-min Back 백승민","Lions (KBO)",29,12,0.08333333,0.16666667,0.5,0,0.25,0,0.25,0,0.142857142857143,0,-0.0009985268698073924,0.008630287392593639,-1.5667378189726102,0.1911023110151291,0.547826717941245,"kr3012455"
"Gye-beom Park 박계범","Lions (KBO)",24,175,0.04,0.24,0.16666667,0.19512195,0.22674419,0.29268293,0.51942712,0.09756098,4.734434285465747,0.24166667,-0.3348615820868872,6.818688860557812,-16.155429357268076,0.23668357972488846,29.679871914592624,"kr3012458"
"Jun-suk Song 송준석","Lions (KBO)",26,50,0.04,0.12,0.33333333,0.27659574,0.32,0.44680851,0.76680851,0.17021277,1.303571455357143,0.3,-0.0033284228993579745,6.465298824579246,-0.09873495194243648,0.34435601234436036,98.49581895365023,"kr3012459"
"Jae-hyun Kim 김재현","Lions (KBO)",28,18,0.16666667,0.16666667,1,0.14285714,0.29411765,0.14285714,0.43697479,0,2.642857142857143,0.18181818,-0.0016642114496789873,0.7622717344809644,-1.6007804250668414,0.2407173233873704,32.25793097291737,"kr3012462"
"Yoon-suk Oh 오윤석","Giants (KBO)",28,197,0.12182741,0.23857868,0.5106383,0.29761905,0.3877551,0.42261905,0.81037415,0.125,4.638247421275594,0.38655462,-0.08390648290514946,30.460803192222283,4.598510112726855,0.3745300593424816,117.7807516858307,"kr3012464"
"Chang-jin Lee 이창진","Tigers (KBO)",29,99,0.1010101,0.17171717,0.58823529,0.32954545,0.4040404,0.44318182,0.84722222,0.11363637,4.8219224758706005,0.4084507,-0.4729226932977326,16.675484730300973,3.6786978527880407,0.3909962436165472,128.3046716658325,"kr3012466"
"Han-wool Kang 강한울","Lions (KBO)",28,122,0.09016393,0.19672131,0.45833333,0.3047619,0.36752137,0.36190476,0.72942613,0.05714286,3.0544712888482026,0.38271605,0.18701915367273614,15.596779100864557,-0.4194633138483483,0.3426117382497869,97.3810129555543,"kr3012471"
"Chan-ho Park 박찬호","Tigers (KBO)",25,531,0.06779661,0.16384181,0.4137931,0.22291667,0.27552987,0.275,0.55052987,0.05208333,4.61534270930943,0.26463104,-0.7421090577263385,31.314390831263044,-38.39564787539723,0.2605303886538526,44.920920160486425,"kr3012474"
"Jun-tae Park 박준태","Heroes (KBO)",28,443,0.14672686,0.27088036,0.54166667,0.24495677,0.38940092,0.3314121,0.72081302,0.08645533,4.964274303217757,0.35555556,0.4874690891010687,60.197545318356696,2.0402060583745825,0.3521984148135383,103.50808012253485,"kr3012475"
"Si-wan Ji 지시완","Giants (KBO)",26,11,0.27272727,0.36363636,0.75,0.25,0.45454545,0.25,0.70454545,0,0.142857142857143,0.5,-0.0016642114496789873,1.6776690470740196,0.2335816162392494,0.37201768159866333,116.17503284439121,"kr3012477"
"Min-su Kim 김민수","Lions (KBO)",29,26,0.07692308,0.23076923,0.33333333,0.17391304,0.24,0.17391304,0.41391304,0,2.642857142857143,0.23529412,-0.0019970537396147847,0.39274162759649944,-3.020555936194776,0.2082482957839966,11.506222948820989,"kr3012485"
"Yong-ho Cho 조용호","Wiz (KBO)",30,482,0.13278008,0.17219917,0.77108434,0.29584352,0.39203354,0.33251834,0.72455188,0.03667482,4.3957042022212525,0.36890244,0.9552702572545968,64.32004885734267,1.0427632516736387,0.3492879375439732,101.64792664807389,"kr3012491"
"Seo-jun Yoo 유서준","Wyverns (KBO)",24,25,0.04,0.28,0.14285714,0.25,0.28,0.41666667,0.69666667,0.16666667,5.213315208635028,0.3125,-0.26426879077916965,2.5235410002606593,-0.7584758880001823,0.31055052042007447,76.8899456089605,"kr3012492"
"Min-kook Kang 강민국","Wiz (KBO)",28,120,0.05833333,0.16666667,0.35,0.22429907,0.27192982,0.25233645,0.52426627,0.02803738,3.174936558810061,0.27586207,-0.47192416642792523,6.093426529179045,-9.660254534472994,0.25076460629178765,38.67938232695475,"kr3012495"
"Tae-jin Kim 김태진","- - -",24,280,0.04642857,0.16071429,0.28888889,0.23574144,0.27338129,0.27376426,0.54714555,0.03802282,4.785758583185295,0.27981651,-0.47338442638283595,15.82839985746962,-20.930189291051803,0.2576324530213857,43.06041179522882,"kr3012499"
"Seung-hyeon Baek 백승현","Twins (KBO)",25,39,0.1025641,0.20512821,0.5,0.25,0.36363636,0.28571429,0.64935065,0.03571429,2.358766205357143,0.35,-0.003661265189293772,4.300500824743227,-0.8194455209436861,0.3216674562656518,83.99503694733063,"kr3012512"
"Min-jae Shin 신민재","Twins (KBO)",24,32,0.125,0.125,1,0.30769231,0.4,0.34615385,0.74615385,0.03846154,6.933161957780955,0.36363636,0.6711295940331183,4.530942035607226,0.32996041863334935,0.35899880131085715,107.85436473466486,"kr3012520"
"Jung-heop Huh 허정협","Heroes (KBO)",30,360,0.11111111,0.20277778,0.54794521,0.26751592,0.35294118,0.40127389,0.75421507,0.13375797,1.436716767857143,0.31896552,-0.034615598153322935,47.90845386997463,0.6474106790185142,0.3488528641666017,101.36986116959518,"kr3012533"
"Jeong-yong Choi 최정용","Tigers (KBO)",23,59,0.03389831,0.25423729,0.13333333,0.19642857,0.22413793,0.26785714,0.49199507,0.07142857,1.601190455357143,0.25,-0.003661265189293772,1.8098583925621337,-5.9357014637334515,0.22680524402651295,23.366398635356,"kr3012537"
"Ji-soo Kim 김지수","Eagles (KBO)",23,26,0.03846154,0.26923077,0.14285714,0.16,0.19230769,0.28,0.47230769,0.12,1.080357142857143,0.17647059,-0.0013313691597431898,0.50450226058363,-2.9087953032076452,0.21337136396994957,14.78049455563027,"kr3012539"
"Jae-yu Kim 김재유","Giants (KBO)",27,133,0.09022556,0.26315789,0.34285714,0.25862069,0.34351145,0.29310345,0.6366149,0.03448276,6.392654159030387,0.3625,1.5230832290253602,13.337809936091423,-4.122519909456252,0.3097670647024198,76.3892209029059,"kr3012540"
"Tae-yul Kang 강태율","Giants (KBO)",23,18,0.38888889,0.11111111,3.5,0.45454545,0.66666667,1,1.66666667,0.54545455,0.142857142857143,0.42857143,-0.0033284228993579745,7.220645008455997,4.857592848908191,0.6683444711897109,305.56435156461976,"kr3012542"
"Ro-han Kang 강로한","Giants (KBO)",28,26,0.15384615,0.23076923,0.66666667,0.19047619,0.34615385,0.19047619,0.53663004,0,5.911060566046155,0.26666667,-0.0656001569586806,2.117133666966753,-1.2961638968245222,0.28729382157325745,62.026050392605526,"kr3012543"
"Dae-in Hwang 황대인","Tigers (KBO)",24,138,0.15217391,0.21014493,0.72413793,0.27586207,0.38405797,0.4137931,0.79785107,0.13793103,0.793367330357143,0.33333333,-0.014977903047110885,20.88612223490462,2.769389011704774,0.37062722487726074,115.2863597293488,"kr3012545"
"Ho-ryung Kim 김호령","Tigers (KBO)",28,159,0.08805031,0.34591195,0.25454545,0.23188406,0.31410256,0.38405797,0.69816053,0.15217391,6.894370729055653,0.35,-0.8004617450060323,17.356537858824975,-3.5170895505139756,0.320346149114462,83.15055892518033,"kr3012550"
"Do-yun Lee 이도윤","Eagles (KBO)",23,25,0.04,0.24,0.16666667,0.20833333,0.24,0.25,0.49,0.04166667,2.642857142857143,0.27777778,-0.0016642114496789873,0.8326361393722358,-2.4493807488886055,0.22993961572647095,25.369648229124568,"kr3012554"
"Hyun-seok Lee 이현석","Wyverns (KBO)",28,109,0.03669725,0.27522936,0.13333333,0.17821782,0.22429907,0.25742574,0.48172481,0.07920792,3.179880714482473,0.23188406,0.1933431571815163,3.23492630528447,-11.074667327532799,0.2256165798579421,22.606695817451936,"kr3012560"
"Woong-bin Kim 김웅빈","Heroes (KBO)",24,235,0.07234043,0.27659574,0.26153846,0.27536232,0.33478261,0.45410628,0.78888889,0.17874396,2.381880735390319,0.35766423,0.18169367703376338,31.836207798113286,0.9852490484613747,0.3517063291312305,103.19357675868824,"kr3012561"
"Chang-ki Hong 홍창기","Twins (KBO)",26,507,0.16370809,0.17159763,0.95402299,0.27941176,0.41071429,0.41666667,0.82738096,0.13725491,6.522462466732232,0.34169279,-0.16827469889540225,83.65465944399385,17.095356950063984,0.3868964509982949,125.68439918916378,"kr3012570"
"Ye-il Seo 서예일","Bears (KBO)",27,29,0.10344828,0.24137931,0.42857143,0.24,0.31034483,0.32,0.63034483,0.08,2.2956348928571426,0.31578947,-0.002329896029550582,2.523260718806604,-1.283878871575972,0.29394515835005663,66.27707387406417,"kr3012576"
"Soo-haeng Jo 조수행","Bears (KBO)",26,40,0.05,0.15,0.33333333,0.26315789,0.3,0.26315789,0.56315789,0,5.732176494924041,0.3125,-0.32920326315797865,2.6615152025596056,-2.5897118186577406,0.26954705715179444,50.683681962441796,"kr3012578"
"Hyo-sang Joo 주효상","Heroes (KBO)",22,101,0.12871287,0.25742574,0.5,0.19047619,0.29591837,0.23809524,0.53401361,0.04761905,0.810960580357143,0.27118644,-0.008321057248394936,6.341696797156522,-6.917651431417277,0.26507911815935253,47.82811860608813,"kr3012583"
"Sung-gyu Lee 이성규","Lions (KBO)",26,245,0.07346939,0.26122449,0.28125,0.18055556,0.25726141,0.36111111,0.61837252,0.18055555,4.593647816782196,0.20138889,0.12275036587379873,18.516684438259784,-13.647081066696465,0.28032171330511324,57.5700144170199,"kr3012587"
"Won-jun Choi 최원준","Tigers (KBO)",23,412,0.08009709,0.08495146,0.94285714,0.32590529,0.38709677,0.42061281,0.80770958,0.09470752,7.325282064547536,0.35168196,1.3682511125225574,62.82553782473103,8.737899506192363,0.37198645749103937,116.15507679357748,"kr3012595"
"Jin-young Lee 이진영","Tigers (KBO)",22,27,0.18518519,0.33333333,0.55555556,0.22727273,0.37037037,0.27272727,0.64309764,0.04545454,5.381065543976788,0.38461538,0.19700442237081006,3.0122166012336566,-0.532361638088052,0.32321007384194267,84.98095959112119,"kr3012598"
"Dong-hun Lee 이동훈","Eagles (KBO)",23,39,0,0.35897436,0,0.10526316,0.12820513,0.10526316,0.23346829,0,2.642857142857143,0.16666667,-0.0016642114496789873,-2.4568111506107733,-7.576757496297685,0.11516558359830807,-47.98509563836372,"kr3012602"
"Jin-hyuk Jang 장진혁","Eagles (KBO)",26,37,0.13513514,0.16216216,0.83333333,0.15625,0.27027027,0.21875,0.48902027,0.0625,6.370549504152169,0.19230769,-0.0656001569586806,1.6859737434330329,-3.171411251193012,0.2445531455246178,34.70949379755373,"kr3012604"
"Sang-un Park 박상언","Eagles (KBO)",23,47,0,0.34042553,0,0.2173913,0.23404255,0.2826087,0.51665125,0.0652174,2.017857142857143,0.33333333,-0.0026627383194863796,1.8444378742285024,-4.32575387570188,0.2370166043017773,29.892715639660842,"kr3012605"
"Chan-hyung Kim 김찬형","Dinos (KBO)",22,72,0.05555556,0.15277778,0.36363636,0.296875,0.34285714,0.390625,0.73348214,0.09375,5.295863014183011,0.35185185,0.13140426541212946,8.834681082777399,-0.6175275554138241,0.3364874584334237,93.46684379226743,"kr3012617"
"Jun-young Park 박준영","Dinos (KBO)",22,51,0.03921569,0.33333333,0.11764706,0.15217391,0.23529412,0.23913043,0.47442455,0.08695652,5.684138441363068,0.24137931,0.19733726466074586,1.7156480463761494,-4.979666405675967,0.23033853605681776,25.624607457388393,"kr3012619"
"Tae-hun Do 도태훈","Dinos (KBO)",27,13,0.15384615,0.23076923,0.66666667,0.18181818,0.30769231,0.18181818,0.48951049,0,0.142857142857143,0.25,-0.0013313691597431898,0.7337132056559797,-0.9729355762396578,0.2575114690340482,42.99145866679244,"kr3012620"
"Jae-yul Lee 이재율","Dinos (KBO)",27,10,0.1,0.1,1,0.44444444,0.5,0.55555556,1.05555556,0.11111112,6.957654714851085,0.5,0.33606406045146286,2.4472932654392645,1.1344865101349275,0.481921124458313,186.41687023250654,"kr3012621"
"Hyeon-bin Hong 홍현빈","Wiz (KBO)",22,24,0.20833333,0.20833333,1,0,0.2173913,0,0.2173913,0,4.09719141249985,0,-0.4639359514694661,-1.1049876499200575,-4.255723862650465,0.13537189093503085,-35.0707763301607,"kr3012624"
"Yu-chan Lee 이유찬","Bears (KBO)",21,108,0.12962963,0.23148148,0.56,0.25842697,0.36792453,0.30337079,0.67129532,0.04494382,8.457557502710726,0.35384615,0.7375993870664388,12.459132351200939,-1.7191806060858963,0.32773755181510494,87.87457568989309,"kr3012635"
"Hye-seong Kim 김혜성","Heroes (KBO)",21,553,0.08318264,0.16998192,0.4893617,0.28456914,0.34482759,0.3987976,0.74362519,0.11422846,6.837198459263082,0.3358209,1.5108431249973364,70.05313121961976,-2.545082348710049,0.34122433387649037,96.49429066692583,"kr3012639"
"Jung-hoo Lee 이정후","Heroes (KBO)",21,617,0.09562399,0.07617504,1.25531915,0.33272059,0.39674797,0.52389706,0.92064503,0.19117647,5.024987902829606,0.33877551,0.9559359418344684,112.29814749660565,31.297970694328082,0.4071663879408625,138.63938565310397,"kr3012640"
"Min-su Kim 김민수","Giants (KBO)",22,10,0.2,0.4,0.5,0.25,0.4,0.25,0.65,0,5.223214285714286,0.5,0.19866863382048905,1.2125860767992012,-0.10022067850513533,0.3347649097442627,92.36592300426561,"kr3012647"
"Seong-han Park 박성한","Wyverns (KBO)",22,112,0.09821429,0.1875,0.52380952,0.24242424,0.32432432,0.32323232,0.64755664,0.08080808,1.5879844175546145,0.28947368,-0.2732555326074362,11.037105227006554,-3.666330432402014,0.30769482496622447,75.0648044625137,"kr3012661"
"Baek-ho Kang 강백호","Wiz (KBO)",20,574,0.11498258,0.16202091,0.70967742,0.33,0.41114983,0.544,0.95514983,0.214,4.001783081370573,0.36692506,0.4192061938229017,111.39497526734826,36.039867512879326,0.4215412735939026,147.8267082177213,"kr3012665"
"Jae-hyun Choo 추재현","Giants (KBO)",21,28,0.14285714,0.28571429,0.5,0.125,0.25,0.125,0.375,0,2.196428580357143,0.1875,-0.002329896029550582,0.368470600900736,-3.307388313951406,0.20592925165380752,10.024068100436258,"kr3012679"
"Dong-hui Han 한동희","Giants (KBO)",21,531,0.10734463,0.1826742,0.58762887,0.27765727,0.36121673,0.43600868,0.79722541,0.15835141,1.5610554991112007,0.31714286,-1.4380729327094741,77.51727615589266,7.807237449232398,0.36423288427378286,111.19958845824951,"kr3012686"
"Eun-won Jung 정은원","Eagles (KBO)",20,303,0.13531353,0.13531353,1,0.2480315,0.36212625,0.33464567,0.69677192,0.08661417,2.976332877177308,0.28436019,-0.2942245968733914,36.75236074396242,-3.0256839417589743,0.33480818782533917,92.3935830288685,"kr3012695"
"Jun-woo Choi 최준우","Wyverns (KBO)",21,207,0.09178744,0.1352657,0.67857143,0.23626374,0.30693069,0.30769231,0.614623,0.07142857,2.4793320300826576,0.26315789,-0.2809109052759595,17.509264108859686,-9.665835725940083,0.29105714553653605,64.4312779540841,"kr3012699"
"Hyung-jun Kim 김형준","Dinos (KBO)",20,82,0.12195122,0.25609756,0.47619048,0.30555556,0.3902439,0.44444444,0.83468834,0.13888888,1.4575123303571431,0.39583333,-0.009319584118202329,13.345032731306407,2.5800173378108493,0.3842088405678912,123.96668507663952,"kr3012705"
"Bon-hyeok Gu 구본혁","Twins (KBO)",23,98,0.07142857,0.18367347,0.38888889,0.1627907,0.24210526,0.22093023,0.46303549,0.05813953,4.392857142857143,0.19402985,-0.0069896880886517465,2.996898420413162,-9.868607781569336,0.22669205602846648,23.294057562627096,"kr3012711"
"Seung-kyu Park 박승규","Lions (KBO)",19,196,0.03571429,0.16326531,0.21875,0.25824176,0.296875,0.33516484,0.63203984,0.07692308,4.066572542946142,0.30872483,-1.0653962203650735,16.87605544796773,-8.854956955997263,0.29286456511666376,65.58644169541978,"kr3012721"
"Do-hwan Kim 김도환","Lions (KBO)",20,49,0.10204082,0.32653061,0.3125,0.2195122,0.29166667,0.26829268,0.55995935,0.04878048,0.41071426785714293,0.33333333,-0.0039941074792295694,3.143079899571577,-3.289673201419672,0.266694538295269,48.86057105296404,"kr3012722"
"Sun-woo Oh 오선우","Tigers (KBO)",23,73,0.04109589,0.35616438,0.11538462,0.23880597,0.30136986,0.41791045,0.71928031,0.17910448,2.4345238303571426,0.32432432,-0.005991161218844354,8.290776550456291,-1.2927127632653648,0.3256041089149371,86.51104288899809,"kr3012730"
"Si-hwan Roh 노시환","Eagles (KBO)",19,387,0.08527132,0.2997416,0.28448276,0.21965318,0.29792746,0.38728324,0.6852107,0.16763006,3.222723683987922,0.29223744,-0.4898976500844583,39.369102894477685,-11.436518535800136,0.3114888584458983,77.48965918762585,"kr3012734"
"Jang-hyeok Yoo 유장혁","Eagles (KBO)",20,46,0.08695652,0.39130435,0.22222222,0.16666667,0.23913043,0.19047619,0.42960662,0.02380952,2.208930316131564,0.29166667,-0.4659330052090809,0.9140622826355187,-5.124848791764429,0.213927932407545,15.136210342795016,"kr3012737"
"Hyun-woo Chae 채현우","Wyverns (KBO)",24,24,0.04166667,0.33333333,0.125,0.13043478,0.16666667,0.17391304,0.34057971,0.04347826,7.5,0.2,0.5990014820708893,-0.5671540295448443,-3.717890242275252,0.16208050400018692,-18.000682737364173,"kr3012739"
"Chang-pyeong Kim 김창평","Wyverns (KBO)",20,90,0.12222222,0.17777778,0.6875,0.19230769,0.28888889,0.26923077,0.55811966,0.07692308,8.340811372002708,0.23809524,1.393010332772974,5.971202173653453,-5.844058624085576,0.26931919190618725,50.53804800310547,"kr3012740"
"Joo-chan Kim 김주찬","Tigers (KBO)",39,18,0,0.11111111,0,0.33333333,0.33333333,0.5,0.83333333,0.16666667,2.017857142857143,0.33333333,-0.0016642114496789873,2.716203782274481,0.35315162272667494,0.37009268667962814,114.94472397910396,"kr3012763"
"Sung-woo Lee 이성우","Twins (KBO)",38,88,0.06818182,0.15909091,0.42857143,0.23376623,0.28915663,0.36363636,0.65279299,0.12987013,0.708333330357143,0.25,-0.006656845798715949,8.023639062820248,-3.5290603838579124,0.2989135750805039,69.45250415155003,"kr3012790"
"Kang-min Kim 김강민","Wyverns (KBO)",37,327,0.08256881,0.18960245,0.43548387,0.25259516,0.32298137,0.42214533,0.7451267,0.16955017,4.191758597723204,0.28110599,-0.938984589301981,39.70979362661195,-3.2189872718398567,0.334977139160037,92.5015637423891,"kr3012834"
"Sang-ho Chung 정상호","Bears (KBO)",37,92,0.02173913,0.31521739,0.06896552,0.1627907,0.17977528,0.23255814,0.41233342,0.06976744,0.689732142857143,0.24137931,-0.0033284228993579745,-0.24937806081741476,-12.327200209617311,0.18701454360833328,-2.0647601673965204,"kr3012835"
"Hyoung-woo Choi 최형우","Tigers (KBO)",36,600,0.11666667,0.16833333,0.69306931,0.35440613,0.43333333,0.59003831,1.02337164,0.23563218,1.807504705357143,0.39646465,-0.06290719279786572,131.40244665869807,52.63404134043788,0.45126097873479376,166.82126053939064,"kr3012871"
"Kyung-su Park 박경수","Wiz (KBO)",36,391,0.12276215,0.2455243,0.5,0.2808642,0.3814433,0.4537037,0.835147,0.1728395,0.709144315654394,0.35135135,-0.5012142879422754,61.656293792748585,10.325549660349024,0.3781834553560445,120.11572174702142,"kr3012911"
"Sung-yul Lee 이성열","Eagles (KBO)",35,248,0.06451613,0.27822581,0.23188406,0.20264317,0.27016129,0.33039648,0.60055777,0.12775331,2.1214769955346195,0.25333333,-0.2805780629860237,18.313141998023283,-14.244465533524265,0.2782538994666069,56.2484266704127,"kr3012912"
"Ju-hwan Na 나주환","Tigers (KBO)",36,222,0.05405405,0.1981982,0.27272727,0.27941176,0.32110092,0.39215686,0.71325778,0.1127451,1.005952392857143,0.32903226,-0.01963769510621205,25.21288308966975,-3.9314268780865227,0.32560323165097366,86.51048220926813,"kr3012917"
"Seok-hoon Chi 지석훈","Dinos (KBO)",36,142,0.1056338,0.23239437,0.45454545,0.20661157,0.3,0.29752066,0.59752066,0.09090909,2.642857142857143,0.26966292,-0.010983795567881316,11.285451075392706,-7.3564048499288734,0.2849659251315253,60.53823782675774,"kr3012927"
"Suk-min Yoon 윤석민","Wyverns (KBO)",34,76,0.02631579,0.15789474,0.16666667,0.19178082,0.21052632,0.34246575,0.55299207,0.15068493,0.142857142857143,0.18644068,-0.003661265189293772,3.367462541150901,-6.609868799162057,0.24305365509108492,33.751134710188694,"kr3012975"
"Han-joon Yoo 유한준","Wiz (KBO)",38,428,0.09345794,0.11915888,0.78431373,0.27979275,0.34660422,0.40932642,0.75593064,0.12953367,1.205813330357143,0.29846154,-0.0392753902124241,55.61996664797152,-0.56816247905408,0.3451273850833668,98.98882114802288,"kr3012986"
"Jin-hang Choi 최진행","Eagles (KBO)",34,240,0.075,0.24583333,0.30508475,0.23364486,0.30416667,0.36915888,0.67332555,0.13551402,1.080357142857143,0.28,-0.019970537396147847,23.958379760979955,-7.54898236632412,0.3092215602596601,76.04057637125318,"kr3013016"
"Eui-yoon Jung 정의윤","Wyverns (KBO)",33,203,0.0591133,0.18719212,0.31578947,0.24064171,0.28571429,0.29411765,0.57983194,0.05347594,2.2193619597761054,0.29139073,-0.4792466968065128,13.411469770888626,-13.238507361789406,0.2689850772961532,50.324507612592164,"kr3013035"
"Jae-il Oh 오재일","Bears (KBO)",33,534,0.11423221,0.17228464,0.66304348,0.31210191,0.38951311,0.48195329,0.8714664,0.16985138,1.8912279594949237,0.35890411,-0.11552650044905022,91.36991811999528,21.26603738674369,0.39417304006347514,130.33503589860015,"kr3013047"
"Won-seok Lee 이원석","Lions (KBO)",33,467,0.10492505,0.17558887,0.59756098,0.26799007,0.34120172,0.40694789,0.74814961,0.13895782,1.1242047256105987,0.296875,-0.505208395421505,58.46440070617087,-2.8436747665416493,0.3394521761966008,95.36166362324106,"kr3013066"
"Keun-woo Jeong 정근우","Twins (KBO)",37,177,0.0960452,0.1299435,0.73913043,0.24025974,0.32183908,0.28571429,0.60755337,0.04545455,5.062988471877498,0.27480916,0.45814874174539,14.978592806589814,-8.25808676229694,0.29110362832945896,64.46098618429855,"kr3013085"
"Byung-kyu Lee 이병규","Giants (KBO)",36,194,0.1443299,0.28350515,0.50909091,0.27439024,0.3814433,0.46341463,0.84485793,0.18902439,1.373325892857143,0.35643564,-0.020303379686083645,31.662002195445265,6.193551142541133,0.3847593416258232,124.31852306084745,"kr3013092"
"Joo-hwan Choi 최주환","Bears (KBO)",32,574,0.08188153,0.11498258,0.71212121,0.3064833,0.36649215,0.47347741,0.83996956,0.16699411,3.205501533323247,0.32036613,-0.11452797357924283,88.23486423374587,12.879756479276956,0.3734525360271964,117.09208156299547,"kr3013103"
"Moon-ho Kim 김문호","Eagles (KBO)",33,52,0.09615385,0.21153846,0.45454545,0.2173913,0.30769231,0.36956522,0.67725753,0.15217392,1.440934080357143,0.24242424,-0.004326949769165367,5.392248008085684,-1.4343471194968667,0.3138345353878461,78.98883568323173,"kr3013121"
