Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,PlayerId
"Jae-woong Shin 신재웅","Wyverns (KBO)",38,19.1,5.120691002336963,6.517243093883407,0.78571429,2.327586819244074,0.11827957,0.15053763,-0.03225806,0.32911392,2.068966061550288,0.33333333,0.60606061,9.310347276976296,7.912359746486501,1.3979875304897948,"kr3013032"
"Yu-soo Jun 전유수","Wiz (KBO)",33,45.2,5.321169068534254,4.1386870533044195,1.28571429,0.591241007614917,0.135,0.105,0.03,0.26136364,1.4671536114888684,0.29452055,0.66869301,5.1240887326626146,4.76398232621252,0.36010640645009495,"kr3013048"
"Bo-geun Lee 이보근","Wiz (KBO)",34,46.2,5.2071439922101685,2.121429033863402,2.45454545,0.38571436979334583,0.14136126,0.05759162,0.08376964,0.23595506,1.135714533280407,0.26845638,0.72796935,2.5071434036567477,3.7515212027880724,-1.2443777991313247,"kr3013049"
"Jin-sung Kim 김진성","Dinos (KBO)",35,47.1,10.647889326262817,1.9014088082612175,5.6,0.760563523304487,0.29473684,0.05263158,0.24210526,0.22777778,1.0774649913480232,0.30833333,0.77092511,2.6619723315657042,2.882003929605066,-0.22003159803936168,"kr3013091"
"Keon-kuk Kim 김건국","Giants (KBO)",32,31.2,8.81052808471039,2.5578952503997905,3.44444444,0.568421166755509,0.22302158,0.0647482,0.15827338,0.23622047,1.231579194636936,0.29787234,0.71428571,3.978948167288563,3.515806865692139,0.4631413015964241,"kr3013098"
"Se-hyun Kim 김세현","Wyverns (KBO)",32,42,7.500001362392128,4.714286570646481,1.59090909,1.5000002724784256,0.18716578,0.11764706,0.06951872,0.26829268,1.5714288568821602,0.30327869,0.68181818,5.7857153367024985,5.658664397804175,0.1270509388983232,"kr3013107"
"Won-sam Jang 장원삼","Giants (KBO)",37,34,3.9705882352941178,2.6470588235294117,1.5,1.588235294117647,0.09375,0.0625,0.03125,0.33333333,1.7352941176470589,0.34126984,0.55970149,7.676470588235294,6.074630395103903,1.601840193131391,"kr3013108"
"Sang-su Kim 김상수","Heroes (KBO)",32,51.1,8.415586500189274,3.6818190938328073,2.28571429,0.5259741562618296,0.21238938,0.09292035,0.11946903,0.25742574,1.4220782743375393,0.32450331,0.59888579,4.733767406356466,3.8080147302820446,0.9257526760744215,"kr3013115"
"Hae-soo Jin 진해수","Twins (KBO)",34,50,10.620005671694923,4.140002210999716,2.56521739,0.5400002883912673,0.25652174,0.1,0.15652174,0.26600985,1.5400008224491697,0.36170213,0.703125,4.320002307130139,3.555806887054455,0.764195420075684,"kr3013133"
"Won-sang Yoo 유원상","Wiz (KBO)",34,64,5.203125930391418,3.9375007040799925,1.32142857,1.125000201165712,0.13653137,0.10332103,0.03321034,0.21487603,1.2500002235174579,0.22335025,0.70200573,3.796875678934278,5.343932192586421,-1.547056513652143,"kr3013142"
"Kang-ryul Kim 김강률","Bears (KBO)",31,28,9.000002452306052,6.428573180218609,1.4,0.3214286590109305,0.19858156,0.14184397,0.05673759,0.30769231,2.000000544956901,0.39772727,0.64846416,3.5357152491202353,4.551521433616248,-1.0158061844960127,"kr3013163"
"Jung-hyun Baek 백정현","Lions (KBO)",32,59,7.016949152542373,2.593220338983051,2.70588235,1.9830508474576272,0.17829457,0.06589147,0.1124031,0.27916667,1.423728813559322,0.29834254,0.62874251,5.186440677966102,5.736145848742986,-0.5497051707768836,"kr3013166"
"Pill-joon Jang 장필준","Lions (KBO)",32,36,6.500000688764857,4.000000423855297,1.625,1.5000001589457364,0.15294118,0.09411765,0.05882353,0.2987013,1.722222404715475,0.32786885,0.70895522,5.750000609291989,5.571362639062222,0.1786379702297669,"kr3013192"
"Chan-heon Jeong 정찬헌","Twins (KBO)",30,110.1,6.93353506283187,2.5287010229151528,2.74193548,0.8157100073919847,0.18085106,0.06595745,0.11489361,0.26666667,1.3323263454069083,0.31176471,0.72992701,3.5075530317855343,4.104930759919683,-0.5973777281341488,"kr3013196"
"Sang-sam Hong 홍상삼","Tigers (KBO)",30,48,11.437503635884488,10.125003218651841,1.12962963,0.9375002980233186,0.26637555,0.23580786,0.03056769,0.18604651,1.7916672362223423,0.25471698,0.75609756,5.0625016093259205,5.890807620684546,-0.8283060113586256,"kr3013203"
"Chang-min Lim 임창민","Dinos (KBO)",34,37.2,10.513277175573077,5.495576705413199,1.91304348,0.9557524705066432,0.24581006,0.12849162,0.11731844,0.25324675,1.64601814365033,0.33018868,0.65068493,5.256638587786538,4.551205375407669,0.7054332123788694,"kr3013206"
"Dae-woo Kim 김대우","Giants (KBO)",35,49.1,7.844596009954815,4.743244099042446,1.65384615,0.1824324653477864,0.19907407,0.12037037,0.0787037,0.25531915,1.5000002706373547,0.32638889,0.72386059,3.101351910912369,3.738779878894989,-0.63742796798262,"kr3013215"
"Dong-hwan Choi 최동환","Twins (KBO)",30,57,6.631580278814272,1.8947372225183632,3.5,0.9473686112591816,0.18421053,0.05263158,0.13157895,0.25233645,1.1578949693167775,0.28915663,0.75503356,3.4736849079503327,4.147385939864927,-0.6737010319145944,"kr3013250"
"Hee-kwan Yoo 유희관","Bears (KBO)",34,136.1,3.696821653811789,2.574572223190353,1.43589744,0.9242054134529473,0.09003215,0.06270096,0.02733119,0.32758621,1.6797066641327376,0.34509804,0.66384181,5.017115101601714,4.95345973106339,0.06365537053832426,"kr3013257"
"Hyoun-taek Oh 오현택","Giants (KBO)",34,36,4.250001801385584,2.000000847710863,2.125,1.2500005298192893,0.11184211,0.05263158,0.05921053,0.26056338,1.2500005298192893,0.26666667,0.8,3.7500015894578675,5.210252028336065,-1.4602504388781972,"kr3013263"
"Yoon-goo Kang 강윤구","Dinos (KBO)",29,21,6.428574347983927,4.714287855188213,1.36363636,1.2857148695967855,0.14563107,0.10679612,0.03883495,0.33695652,2.0000009082616663,0.37837838,0.68783069,6.857145971182855,5.515807773953805,1.3413381972290503,"kr3013269"
"Min-je Jang 장민재","Eagles (KBO)",30,57.1,5.023256259586091,2.0406978554568496,2.46153846,0.7848837905603268,0.11985019,0.04868914,0.07116105,0.34126984,1.7267443392327189,0.37674419,0.60638298,6.75000059881881,4.3181325182649175,2.431868080553892,"kr3013300"
"Geon-wook Yeo 여건욱","Twins (KBO)",33,27.2,5.855423032329291,1.301205118295398,4.5,2.602410236590796,0.14516129,0.03225806,0.11290323,0.30769231,1.4457834647726644,0.30769231,0.59748428,7.156628150624689,6.732675074811317,0.4239530758133725,"kr3013304"
"Tae-hoon Kim 김태훈","Wyverns (KBO)",30,62,6.2419358679208985,5.661290670905001,1.1025641,1.161290394031795,0.15302491,0.13879004,0.01423487,0.25630252,1.6129033250441598,0.28342246,0.56034483,7.403226261952693,5.886774753507053,1.5164515084456403,"kr3013306"
"Oh-joon Kwon 권오준","Lions (KBO)",40,16,5.625001341104827,1.6875004023314482,3.33333333,1.6875004023314482,0.13888889,0.04166667,0.09722222,0.31884058,1.5625003725291187,0.33928571,0.33653846,8.43750201165724,5.265807282924752,3.171694728732489,"kr3013509"
"Min-ho Lee 이민호","Twins (KBO)",18,97.2,6.174061594212804,4.0546076141099014,1.52272727,0.46075086523976155,0.15437788,0.10138249,0.05299539,0.24736842,1.412969320068602,0.28896104,0.72340426,3.6860069219180924,4.4680253205209794,-0.782018398602887,"kr3014273"
"Yun-sik Kim 김윤식","Twins (KBO)",20,67.2,5.054187382070885,3.192118346571085,1.58333333,0.9310345177498998,0.12337662,0.07792208,0.04545454,0.31294964,1.640394150321252,0.34334764,0.625,6.251231762035041,5.067531061941972,1.1837007000930688,"kr3014275"
"Aaron Brooks 브룩스","Tigers (KBO)",30,151.1,7.731277792885324,1.427312823301906,5.41666667,0.23788547055031767,0.221843,0.04095563,0.18088737,0.23434705,1.0242291093138678,0.29882353,0.75459318,2.4977974407783354,2.6765997890285185,-0.17880234825018304,"kr3014280"
"Ji-seon Chae 채지선","Bears (KBO)",24,33,9.272730488423603,6.545456815357838,1.41666667,0.8181821019197297,0.21518987,0.15189873,0.06329114,0.26356589,1.7575763670868267,0.33695652,0.76530612,4.909092611518378,5.273383232778966,-0.3642906212605874,"kr3014286"
"Joo-on Kim 김주온","Wyverns (KBO)",23,31,5.225807094673291,6.387097560156245,0.81818182,1.451613081853692,0.1125,0.1375,-0.025,0.34586466,2.193548657023357,0.37272727,0.6969697,7.548388025639198,7.064194399112274,0.484193626526924,"kr3014287"
"Hyun-jun Kim 김현준","Tigers (KBO)",23,14.1,7.534885893389604,8.162793051172072,0.92307692,1.2558143155649342,0.15789474,0.17105263,-0.01315789,0.32258065,2.302326245202379,0.375,0.44871795,12.558143155649342,6.585575192628644,5.972567963020698,"kr3014288"
"Jae-woong Kim 김재웅","Heroes (KBO)",21,59.2,7.692738249873396,3.469274112688002,2.2173913,1.0558660342963484,0.19767442,0.08914729,0.10852713,0.27467811,1.4581007140282907,0.32571429,0.66919192,4.675978151883829,4.588432678310651,0.08754547357317755,"kr3014289"
"Hyeong Jun So 소형준","Wiz (KBO)",18,133,6.225563909774436,3.045112781954887,2.04444444,0.40601503759398494,0.16083916,0.07867133,0.08216783,0.2706334,1.3984962406015038,0.31914894,0.70261438,3.857142857142857,3.8691903243387555,-0.012047467195898331,"kr3014303"
"Yun Dong Heo 허윤동","Lions (KBO)",19,45,3.6,6.2,0.58064516,0.8,0.08823529,0.15196078,-0.06372549,0.25146199,1.6444444444444444,0.26174497,0.71022727,4.8,6.071362421247694,-1.2713624212476944,"kr3014316"
"Dae-kyung Yun 윤대경","Eagles (KBO)",26,51,7.411766369037935,4.411765695855914,1.68,0.5294118835027096,0.18666667,0.11111111,0.07555556,0.24365482,1.4313728702110298,0.29605263,0.8356546,1.588235650508129,4.280512919640497,-2.6922772691323678,"kr3014324"
"Jae Min Kang 강재민","Eagles (KBO)",23,49,10.469390200258418,3.3061232211342375,3.16666667,0.5510205368557063,0.28078818,0.08866995,0.19211823,0.22162162,1.2040819138698766,0.304,0.78467153,2.571429171993296,3.0872353370265895,-0.5158061650332937,"kr3014332"
"Byeong-uk Jo 조병욱","Wiz (KBO)",22,28.1,3.4941178038706076,4.129411950028899,0.84615385,1.2705882923165845,0.08396947,0.09923664,-0.01526717,0.33333333,1.8352942000128443,0.34313725,0.61181435,7.623529753899507,6.056983450325308,1.5665463035741984,"kr3014333"
"Seung Min Lee 이승민","Lions (KBO)",19,26.1,5.46835469443187,6.493671199637845,0.84210526,1.7088608420099594,0.125,0.1484375,-0.0234375,0.31192661,2.012658325033952,0.32954545,0.69565217,6.835443368039837,6.933528549712058,-0.09808518167222058,"kr3014336"
"Jin-ho Kim 김진호","Dinos (KBO)",22,10.1,6.096774381107649,6.9677421498373135,0.875,4.354838843648321,0.12962963,0.14814815,-0.01851852,0.31111111,2.1290323235614013,0.27272727,0.8125,8.709677687296642,11.064194194682562,-2.35451650738592,"kr3014341"
"Hai Young Jung 정해영","Tigers (KBO)",18,38.1,7.513045970434428,5.6347844778258205,1.33333333,0.46956537315215174,0.18604651,0.13953488,0.04651163,0.28082192,1.6956527363827703,0.34821429,0.80996885,3.2869576120650623,4.559285472696921,-1.2723278606318584,"kr3014352"
"Duk-won Seo 서덕원","Tigers (KBO)",26,11.2,4.628572059164328,3.085714706109552,1.5,3.8571433826369397,0.10714286,0.07142857,0.03571429,0.28571429,1.542857353054776,0.23684211,0.64285714,9.257144118328656,9.858664872695106,-0.6015207543664509,"kr3014354"
"Jun Yong Choi 최준용","Giants (KBO)",18,29.2,7.887642139829602,3.3370793668509853,2.36363636,0.9101125545957233,0.2,0.08461538,0.11538462,0.26495726,1.415730640482236,0.31818182,0.70351759,4.853933624510524,4.392211547895428,0.46172207661509557,"kr3014362"
"Jung Yong Yi 이정용","Twins (KBO)",24,34,8.73529607779471,3.7058831845189677,2.35714286,1.588235650508129,0.2244898,0.0952381,0.1292517,0.24427481,1.3529414800624802,0.2826087,0.83333333,3.7058831845189677,5.280513144034504,-1.5746299595155366,"kr3014366"
"Min-hyeok Shin 신민혁","Dinos (KBO)",21,42,5.571429077459888,2.785714538729944,2,2.142857337484572,0.13265306,0.06632653,0.06632653,0.31666667,1.666666818043556,0.32638889,0.77966102,5.7857148112083445,6.515807138170539,-0.7300923269621942,"kr3014368"
"Hwi Kwon 권휘","Bears (KBO)",19,13.2,6.585367079082038,3.951220247449223,1.66666667,0.6585367079082038,0.15873016,0.0952381,0.06349206,0.29090909,1.6097563971089428,0.34090909,0.7079646,5.268293663265631,4.7597095361854125,0.5085841270802183,"kr3014376"
"Jae-yeol Kim 김재열","Tigers (KBO)",24,18.1,6.381819288395845,5.890910112365395,1.08333333,1.4727275280913488,0.14130435,0.13043478,0.01086957,0.2987013,1.9090912401184152,0.32786885,0.65088757,6.872728464426294,6.67944377788837,0.19328468653792452,"kr3014394"
"Ho Nam 남호","Twins (KBO)",19,18.1,6.872727749406832,5.8909094994915705,1.16666667,0.49090912495763084,0.17073171,0.14634146,0.02439025,0.1884058,1.3636364582156413,0.22222222,0.69105691,3.9272729996610467,4.824897865579154,-0.8976248659181074,"kr3014395"
"Changmin Sim 심창민","Lions (KBO)",27,20.1,9.295085164240128,7.967215855062967,1.16666667,1.3278693091771612,0.21428571,0.18367347,0.03061224,0.23076923,1.7704924122362147,0.27777778,0.53254438,7.524592752003913,6.319086518399479,1.2055062336044333,"sa3011907"
"Kih-Yun Yang 양기현","Heroes (KBO)",21,23.1,4.62857243752015,3.8571436979334583,1.2,1.1571431093800375,0.12121212,0.1010101,0.02020202,0.27272727,1.457143174774862,0.28767123,0.81168831,3.8571436979334583,5.57295017125665,-1.715806473323192,"sa3011929"
"Seongmin Kim 김성민","Heroes (KBO)",26,23.2,7.985917638299871,4.563381507599927,1.75,1.1408453768999818,0.1875,0.10714286,0.08035714,0.28865979,1.690141299111084,0.34246575,0.6185567,6.4647904690998965,5.290455229758777,1.1743352393411195,"sa3011930"
"Joo-Hong Park 박주홍","Eagles (KBO)",20,24.2,6.932433147165778,5.837838439718549,1.1875,1.8243245124120466,0.16239316,0.13675214,0.02564102,0.2970297,1.8648650571323144,0.32467532,0.56410256,8.391892757095414,6.556347719712217,1.8355450373831976,"sa3011931"
"Kyumin Woo 우규민","Lions (KBO)",35,48,5.625000894069814,1.6875002682209441,3.33333333,0.5625000894069814,0.14285714,0.04285714,0.1,0.305,1.4583335651292109,0.34730539,0.55389222,6.187500983476795,3.703306895494466,2.484194087982329,"sa3012000"
"Jong-hyun Won 원종현","Dinos (KBO)",32,57,6.473685510271075,3.1578953708639386,2.05,0.6315790741727878,0.16734694,0.08163265,0.08571429,0.25112108,1.3333336010314407,0.29213483,0.66298343,4.263158750666317,4.147385939864927,0.11577281080139024,"sa3012035"
"Hyun-seung Lee 이현승","Bears (KBO)",36,42.1,8.92913734492461,4.464568672462305,2,0.4251970164249815,0.21538462,0.10769231,0.10769231,0.27906977,1.6299218962957622,0.359375,0.64516129,5.3149627053122686,3.775649486840739,1.5393132184715297,"sa3012039"
"Woo-chan Cha 차우찬","Twins (KBO)",33,64,7.171875,3.9375,1.82142857,1.125,0.17770035,0.09756098,0.08013937,0.27626459,1.546875,0.31818182,0.69042316,5.34375,4.953306865692139,0.39044313430786115,"sa3012041"
"Hee-soo Park 박희수","Wyverns (KBO)",36,24.2,9.486488198084892,3.648649306955728,2.6,1.4594597227822912,0.23214286,0.08928571,0.14285715,0.2745098,1.5405408184924185,0.33333333,0.67901235,5.472973960433592,4.732023301344048,0.7409506590895436,"sa3012045"
"Yongchan Lee 이용찬","Bears (KBO)",31,26.2,5.062500120699409,2.025000048279763,2.5,2.3625000563263905,0.12,0.048,0.072,0.34453782,1.7625000420212755,0.35051546,0.59139785,8.437500201165681,6.478306936323644,1.9591932648420372,"sa3012046"
"Si Hwan Chang 장시환","Eagles (KBO)",32,132.2,7.801508135887271,5.020100887440505,1.55405405,1.0175880177244268,0.1907131,0.12271973,0.06799337,0.26679463,1.60552776129854,0.31713555,0.7,5.020100887440505,5.106259248950317,-0.0861583615098116,"sa3012048"
"Sang-Hwa Lee 이상화","Wiz (KBO)",32,15,4.200000801086579,6.000001144409398,0.7,1.2000002288818796,0.10769231,0.15384615,-0.04615384,0.2,1.4000002670288596,0.19565217,0.65934066,5.400001029968458,6.315807399749858,-0.9158063697813992,"sa3012051"
"Jun Ho Ha 하준호","Wiz (KBO)",31,41.2,5.6160008569337245,5.832000889892714,0.96296296,0.2160000329589894,0.13756614,0.14285714,-0.005291,0.2375,1.5600002380371456,0.27819549,0.56402439,6.0480009228517035,4.667807041473416,1.380193881378288,"sa3012062"
"Myung-Ho Jin 진명호","Giants (KBO)",31,31.1,9.191490853734257,6.319149961942301,1.45454545,0.8617022675375865,0.21917808,0.15068493,0.06849315,0.23770492,1.627659838682108,0.29885057,0.57377049,7.180852229479888,5.015807109183493,2.165045120296395,"sa3012066"
"Young-Il Jung 정영일","Wyverns (KBO)",31,23.1,6.557144286486879,4.242858067726804,1.54545455,2.314286218760075,0.14912281,0.09649123,0.05263158,0.31,1.8000003923689472,0.32467532,0.68306011,6.557144286486879,7.2015219548285545,-0.6443776683416758,"sa356979"
"Dae-eun Rhee 이대은","Wiz (KBO)",31,29.1,4.602273525285465,3.9886370552474033,1.15384615,1.227272940076124,0.1056338,0.0915493,0.0140845,0.29032258,1.6704548351036133,0.3047619,0.64049587,5.829546465361589,6.106716405852845,-0.2771699404912562,"sa447648"
"Jae-Hoon Ha 하재훈","Wyverns (KBO)",29,13,6.923077938824865,5.538462351059891,1.25,1.3846155877649728,0.15151515,0.12121212,0.03030303,0.32758621,2.0769233816474593,0.36956522,0.5785124,7.6153857327073515,5.823499511967094,1.791886220740258,"sa502535"
"Su-Min Jung 정수민","Wyverns (KBO)",30,15.2,6.319149192613204,2.872340542096911,2.2,0,0.18032787,0.08196721,0.09836066,0.19642857,1.0212766371900128,0.24444444,0.875,1.1489362168387642,3.068998336921508,-1.920062120082744,"sa502997"
"Jae Yun Kim 김재윤","Wiz (KBO)",29,60.2,8.604397047172302,2.22527509840663,3.86666667,1.0384617125897606,0.2265625,0.05859375,0.16796875,0.25726141,1.2692309820541519,0.3125,0.80357143,3.2637368109963907,3.8454772506412693,-0.5817404396448786,"sa503670"
"Seon Gi Kim 김선기","Heroes (KBO)",28,22,4.5000015605585135,3.272728407678919,1.375,0.40909105095986487,0.11956522,0.08695652,0.0326087,0.2125,1.136364030444069,0.23529412,0.76086957,2.0454552547993243,4.7430800185717334,-2.697624763772409,"sa549629"
"Jin-Young Kim 김진영","Eagles (KBO)",28,54,9.333334651994303,3.6666671847120473,2.54545455,1.0000001412851038,0.24242424,0.0952381,0.14718614,0.23300971,1.2962964794436531,0.29166667,0.72755418,3.3333338042836798,4.275066232223422,-0.9417324279397419,"sa598556"
"Seung Song 송승준","Giants (KBO)",40,24.2,9.12162326738932,5.108109029738019,1.78571429,0.7297298613911456,0.21008403,0.11764706,0.09243697,0.29411765,1.7837841056228003,0.37333333,0.67873303,6.202703821824738,4.610401657778858,1.59230216404588,"sa75573"
"Jeong-Hyeon Yoon 윤정현","Heroes (KBO)",27,27.1,3.6219516407514947,3.2926833097740857,1.1,0.9878049929322258,0.07534247,0.06849315,0.00684932,0.40298507,2.341463686950461,0.425,0.55016181,8.890244936390031,5.4548314814479895,3.435413454942042,"sa843255"